Energy(eV),eps1,eps2,n,kappa,alpha(cm^-1)
5.654361728357782724e+00,2.513237753075389760e+17,1.429744603610650880e+17,5.198411532060264945e+08,1.375174507436511815e+08,7.881065317401254688e+13
5.661703756576429214e+00,2.556192314067326400e+17,1.430601190930315360e+17,5.237118551773148179e+08,1.365828534133480191e+08,7.837667742425903125e+13
5.669045784795075704e+00,2.599234999137504320e+17,1.430733105517131840e+17,5.275520513417358994e+08,1.356011318578245640e+08,7.791423389277496875e+13
5.676387813013722194e+00,2.641802705648602880e+17,1.429949552836121760e+17,5.313087432410723567e+08,1.345686073330160379e+08,7.742110089247907812e+13
5.683729841232368685e+00,2.684286888249495680e+17,1.428156986267700800e+17,5.350163890020222068e+08,1.334685269110795557e+08,7.688751411174540625e+13
5.691071869451015175e+00,2.727796499489140800e+17,1.425236392473383680e+17,5.387711005856176615e+08,1.322673386642511040e+08,7.629396943371754688e+13
5.698413897669661665e+00,2.770989931631246080e+17,1.421306132911595840e+17,5.424587920859165192e+08,1.310059080659609288e+08,7.566384342573803125e+13
5.705755925888308155e+00,2.816726422483291200e+17,1.416369089028977280e+17,5.463291484523445368e+08,1.296259858220364749e+08,7.496331575994650000e+13
5.713097954106954646e+00,2.861968422014328640e+17,1.410560273330222240e+17,5.501211150543847084e+08,1.282045203073849231e+08,7.423667877745992188e+13
5.720439982325601136e+00,2.911100935585103360e+17,1.404130502782344480e+17,5.542175683117520809e+08,1.266768308211143017e+08,7.344633831832821875e+13
5.727782010544246738e+00,2.959791168369463680e+17,1.397281968173848800e+17,5.582484463734464645e+08,1.251487556527045667e+08,7.265350030089900000e+13
5.735124038762893228e+00,3.012993660588620800e+17,1.390684784980240000e+17,5.626476411675337553e+08,1.235839878484578431e+08,7.183705931144353125e+13
5.742466066981539718e+00,3.065964211555998080e+17,1.384036056530893280e+17,5.670028554252138138e+08,1.220484203287617862e+08,7.103528479123432812e+13
5.749808095200186209e+00,3.123690900312058240e+17,1.378009431555900320e+17,5.717443189144123793e+08,1.205092369061372876e+08,7.022911765244074219e+13
5.757150123418832699e+00,3.181957685870618880e+17,1.373003761324833120e+17,5.765197965674386024e+08,1.190768963615480214e+08,6.948300403812774219e+13
5.764492151637479189e+00,3.244151063741676160e+17,1.369423931296412320e+17,5.816137652049462795e+08,1.177262311539223343e+08,6.878247813500796875e+13
5.771834179856125679e+00,3.308042830759740160e+17,1.367666020994871520e+17,5.868415377931805849e+08,1.165277108823945969e+08,6.816894713718227344e+13
5.779176208074772170e+00,3.374197334286948480e+17,1.368147305044203360e+17,5.922507256613724232e+08,1.155040632087347507e+08,6.765606334087268750e+13
5.786518236293418660e+00,3.443585270094222720e+17,1.371730050286588640e+17,5.979266452104724646e+08,1.147072187930121869e+08,6.727467396926548438e+13
5.793860264512065150e+00,3.512243311935729920e+17,1.377943338576600960e+17,6.035361493166571856e+08,1.141558248115503639e+08,6.703623561299128125e+13
5.801202292730711640e+00,3.586250253932921600e+17,1.387447225828413440e+17,6.095708805331805944e+08,1.138052415344084948e+08,6.691504901985447656e+13
5.808544320949358131e+00,3.656363843155368960e+17,1.400510335266531200e+17,6.152955632253543139e+08,1.138079338590638638e+08,6.700132204550996094e+13
5.815886349168004621e+00,3.734097683010889600e+17,1.417438467451688320e+17,6.216176660905861855e+08,1.140120804775463045e+08,6.720634971988989844e+13
5.823228377386651111e+00,3.803920625462670720e+17,1.438245587519942880e+17,6.273220537704727650e+08,1.146337498319622129e+08,6.765810776437782812e+13
5.830570405605297601e+00,3.883940007179995520e+17,1.463091399671238400e+17,6.338105658466356993e+08,1.154202437219438851e+08,6.820819495629498438e+13
5.837912433823944092e+00,3.951804939206675200e+17,1.492096639689144320e+17,6.393714119364813566e+08,1.166846540080664456e+08,6.904223551203729688e+13
5.845254462042590582e+00,4.032526157670042240e+17,1.524977216967170560e+17,6.459013049133720398e+08,1.180503279190387279e+08,6.993815086320289062e+13
5.852596490261237072e+00,4.096894734903258240e+17,1.562097673676596800e+17,6.512101149993757010e+08,1.199380689655054212e+08,7.114578252527387500e+13
5.859938518479883562e+00,4.176684459263734400e+17,1.602997538442642240e+17,6.576632218232737780e+08,1.218706995655443370e+08,7.238288504020253125e+13
5.867280546698530053e+00,4.236043046993800960e+17,1.647641590794690880e+17,6.626174046185872555e+08,1.243282759636459798e+08,7.393503652821310938e+13
5.874622574917176543e+00,4.313317841432414080e+17,1.695723487717272960e+17,6.688792983850640059e+08,1.267585565745130181e+08,7.547459315898246875e+13
5.881964603135823033e+00,4.366642351167450880e+17,1.746988115657301440e+17,6.734160340965710878e+08,1.297109087995649427e+08,7.732900720329545312e+13
5.889306631354469523e+00,4.440115445156576640e+17,1.801300971972747840e+17,6.794005777942357063e+08,1.325654577613778263e+08,7.912943563457640625e+13
5.896648659573116014e+00,4.486650940556300160e+17,1.858115787533662400e+17,6.834780921921708584e+08,1.359308958663172424e+08,8.123944668186126562e+13
5.903990687791762504e+00,4.555308777628855040e+17,1.917239869802814400e+17,6.891168586304258108e+08,1.391084723723928034e+08,8.324205073944821875e+13
5.911332716010408994e+00,4.594894426126993920e+17,1.978379373862208320e+17,6.927336309431114197e+08,1.427951008505805135e+08,8.555437780444192188e+13
5.918674744229055484e+00,4.658207289974519680e+17,2.041267337521782400e+17,6.979984727721692324e+08,1.462229085842186511e+08,8.771692898568396875e+13
5.926016772447701975e+00,4.690875863869159040e+17,2.105630872869585920e+17,7.011656443426514864e+08,1.501521708785113096e+08,9.018576998640167188e+13
5.933358800666348465e+00,4.748592401659935360e+17,2.171247545876502720e+17,7.060465056221480370e+08,1.537609441153781712e+08,9.246772533600910938e+13
5.940700828884994955e+00,4.774629142827639680e+17,2.237942225087588800e+17,7.087918686605437994e+08,1.578701960363056362e+08,9.505639855642448438e+13
5.948042857103641445e+00,4.826769616953305600e+17,2.305543040496386240e+17,7.132987989799757004e+08,1.616113081778166294e+08,9.742925023083532812e+13
5.955384885322287936e+00,4.846541310498562560e+17,2.373955101968014080e+17,7.156558146173263788e+08,1.658587168216755688e+08,1.001132732649997812e+14
5.962726913540934426e+00,4.893283303318601600e+17,2.443115020395822720e+17,7.198112289052834511e+08,1.697052589823727608e+08,1.025613540903842500e+14
5.970068941759580916e+00,4.907067390769272960e+17,2.513020876868820160e+17,7.218100771664125919e+08,1.740777079986267686e+08,1.053333828139540625e+14
5.977410969978227406e+00,4.948549229641927680e+17,2.583631507506874560e+17,7.256362146193689108e+08,1.780252594519496262e+08,1.078544998718801406e+14
5.984752998196873897e+00,4.956372473822846720e+17,2.655118335354860800e+17,7.272935880602884293e+08,1.825341498222288191e+08,1.107219903277802969e+14
5.992095026415520387e+00,4.992468743874961920e+17,2.727389541144325120e+17,7.307993039827663898e+08,1.866031840944831073e+08,1.133290550950857812e+14
5.999437054634166877e+00,4.994003277498365440e+17,2.800508537132797760e+17,7.321079182983744144e+08,1.912633689061832726e+08,1.163016370738676719e+14
6.006779082852813367e+00,5.024351202956481920e+17,2.874547235384229120e+17,7.352851584593176842e+08,1.954715937288480699e+08,1.190059948709282031e+14
6.014121111071459858e+00,5.018954787458133760e+17,2.949559809597388800e+17,7.362217844999166727e+08,2.003173413023153245e+08,1.221052234391832812e+14
6.021463139290106348e+00,5.042731652522762880e+17,3.025462940717760640e+17,7.390340389308192730e+08,2.046903648101771772e+08,1.249231589677852344e+14
6.028805167508752838e+00,5.029412083980820480e+17,3.102279525107872000e+17,7.395489388155599833e+08,2.097413276041198969e+08,1.281618557717133594e+14
6.036147195727399328e+00,5.045392523667393920e+17,3.179839957514198400e+17,7.419309561666643620e+08,2.142948701010861397e+08,1.311037524621505156e+14
6.043489223946045819e+00,5.022922200513448320e+17,3.257949496577009280e+17,7.419537254081808329e+08,2.195520680743713975e+08,1.344834401486402188e+14
6.050831252164691421e+00,5.029563837121334400e+17,3.336222710112120320e+17,7.438088976953536272e+08,2.242661199973005652e+08,1.375378516768732812e+14
6.058173280383337911e+00,4.996871863467549440e+17,3.414535132290562560e+17,7.432684791689434052e+08,2.296972916239090264e+08,1.410396076913577500e+14
6.065515308601984401e+00,4.992512703434327680e+17,3.492322658864638080e+17,7.444882248835650682e+08,2.345451910546216965e+08,1.441908698406169688e+14
6.072857336820630891e+00,4.948596373895319040e+17,3.568994722783945600e+17,7.433012411780552864e+08,2.400772745332337022e+08,1.477704706728698438e+14
6.080199365039277382e+00,4.931602113250063360e+17,3.644093817857374720e+17,7.437572089098391533e+08,2.449787225053387582e+08,1.509696718077491562e+14
6.087541393257923872e+00,4.876035293172690560e+17,3.716655075719162240e+17,7.418572017031657696e+08,2.504966634539919198e+08,1.545565441719227500e+14
6.094883421476570362e+00,4.845170128697383040e+17,3.786056352726945280e+17,7.414224622575546503e+08,2.553238231546691656e+08,1.577249025130503125e+14
6.102225449695216852e+00,4.778463455873953280e+17,3.851409923205973120e+17,7.387764876837791204e+08,2.606613764388305545e+08,1.612161177685756562e+14
6.109567477913863343e+00,4.733288474571672320e+17,3.911933344597336320e+17,7.373571311861644983e+08,2.652672076490483284e+08,1.642621705385003438e+14
6.116909506132509833e+00,4.656755928764501760e+17,3.966819969586481920e+17,7.339628580979632139e+08,2.702330183210050464e+08,1.675382571409057812e+14
6.124251534351156323e+00,4.597579206342805760e+17,4.015147589414344960e+17,7.314918363579125404e+08,2.744492412523499727e+08,1.703564493774560625e+14
6.131593562569802813e+00,4.513464439269554560e+17,4.056107561205049600e+17,7.273819727940473557e+08,2.788155132319663167e+08,1.732741668823950938e+14
6.138935590788449304e+00,4.441655070174130560e+17,4.088927507777601920e+17,7.238384542633819580e+08,2.824475187587760687e+08,1.757415151708725625e+14
6.146277619007095794e+00,4.353173447829509120e+17,4.112924943966115840e+17,7.190973149636836052e+08,2.859783271596438289e+08,1.781512278481250312e+14
6.153619647225742284e+00,4.271150539731716480e+17,4.127501801960266240e+17,7.145195294134604931e+08,2.888305799946767092e+08,1.801429818392661250e+14
6.160961675444388774e+00,4.182267489389320960e+17,4.132109017684817920e+17,7.092787350785951614e+08,2.912895039230901003e+08,1.818933697816449062e+14
6.168303703663035265e+00,4.093481390573491840e+17,4.126581194789375360e+17,7.037751952517148256e+08,2.931746687458519936e+08,1.832887111477619375e+14
6.175645731881681755e+00,4.008507090333659520e+17,4.110618276056079360e+17,6.982137822495216131e+08,2.943667384230365753e+08,1.842530290214372812e+14
6.182987760100328245e+00,3.916953464081063040e+17,4.084226594308926720e+17,6.919493619358532429e+08,2.951246737826713920e+08,1.849470602116941250e+14
6.190329788318974735e+00,3.840273774457436160e+17,4.047393991781723520e+17,6.862805433939356804e+08,2.948789697406921983e+08,1.850125175183076875e+14
6.197671816537621226e+00,3.750445956498192000e+17,4.000517413765080960e+17,6.794871774735763073e+08,2.943776973569638133e+08,1.849170706608627188e+14
6.205013844756267716e+00,3.686166736021202560e+17,3.943916533308268800e+17,6.739631985590034723e+08,2.925913864244169593e+08,1.840127082983255312e+14
6.212355872974914206e+00,3.602551446703584640e+17,3.878171146661996800e+17,6.669261658229662180e+08,2.907496620616506934e+08,1.830707962567148125e+14
6.219697901193560696e+00,3.554151612282657920e+17,3.803972166727422080e+17,6.618205476981048584e+08,2.873869797453491092e+08,1.811673387680878750e+14
6.227039929412207186e+00,3.480939502018450560e+17,3.722121519489265280e+17,6.548712521610617638e+08,2.841872740028165579e+08,1.793617375192766562e+14
6.234381957630853677e+00,3.450945452025941120e+17,3.633517118182344960e+17,6.504644559824129343e+08,2.793017423753426075e+08,1.764861288014019375e+14
6.241723985849500167e+00,3.391641974466703360e+17,3.539135970836016000e+17,6.439546441352224350e+08,2.747969909890766740e+08,1.738441410246462188e+14
6.249066014068146657e+00,3.381459497958431360e+17,3.440045740249139840e+17,6.405142466202623844e+08,2.685378005564190745e+08,1.700842368409969688e+14
6.256408042286793147e+00,3.338599942189338240e+17,3.337211698934404480e+17,6.347878277668161392e+08,2.628604041349309683e+08,1.666839419128875000e+14
6.263750070505439638e+00,3.348530875514198400e+17,3.231747337068156800e+17,6.325433955355348587e+08,2.554565710335208476e+08,1.621791517894057500e+14
6.271092098724086128e+00,3.323677667303341440e+17,3.124726043519912320e+17,6.279154932344754934e+08,2.488174027546315193e+08,1.581493666769500312e+14
6.278434126942732618e+00,3.352891116861654400e+17,3.017158150745376640e+17,6.270346027800352573e+08,2.405894457314184308e+08,1.530986775424193438e+14
6.285776155161379108e+00,3.346425569195434240e+17,2.909979668298067840e+17,6.237436774247517586e+08,2.332672677591291368e+08,1.486128077311552812e+14
6.293118183380025599e+00,3.393206004237463680e+17,2.804086589173967040e+17,6.243039660806962252e+08,2.245770283006272614e+08,1.432434407037977812e+14
6.300460211598672089e+00,3.404572904308231680e+17,2.700286951257121600e+17,6.224946547422904968e+08,2.168923805759445131e+08,1.385032915087641719e+14
6.307802239817318579e+00,3.466513546910845440e+17,2.599366999414596480e+17,6.244735624475057125e+08,2.081246633746087551e+08,1.330592720310464844e+14
6.315144268035965069e+00,3.494248327789910400e+17,2.501797673716627200e+17,6.241705775254007578e+08,2.004097728889517486e+08,1.282760853429819531e+14
6.322486296254611560e+00,3.568539507532861440e+17,2.408216717052601920e+17,6.274412583183103800e+08,1.919077431652475595e+08,1.229770074245983125e+14
6.329828324473258050e+00,3.610628613361840000e+17,2.318748179381465280e+17,6.285575880153238773e+08,1.844499393208292723e+08,1.183352067069741875e+14
6.337170352691904540e+00,3.694509865178648960e+17,2.234007591405939840e+17,6.329272806850858927e+08,1.764821694040294290e+08,1.133547546116626562e+14
6.344512380910551030e+00,3.748699579449701760e+17,2.153971447843590080e+17,6.353016467017592192e+08,1.695235215449368656e+08,1.090113556142151094e+14
6.351854409129197521e+00,3.839394662245335680e+17,2.078861102675396480e+17,6.405259602357732058e+08,1.622776617758148611e+08,1.044726959979042656e+14
6.359196437347844011e+00,3.903236762438664960e+17,2.008649907804826560e+17,6.439328301047861576e+08,1.559673473612117767e+08,1.005262430896297500e+14
6.366538465566490501e+00,3.998257232660849280e+17,1.943252193238032000e+17,6.497590691026544571e+08,1.495363655271289945e+08,9.649253452283525000e+13
6.373880493785136991e+00,4.069359439217865600e+17,1.882370086249843200e+17,6.539494144639081955e+08,1.439232182655110061e+08,9.297759403525629688e+13
6.381222522003782593e+00,4.166918748289882880e+17,1.825894005236831040e+17,6.601638201225069761e+08,1.382909779043933451e+08,8.944195074389729688e+13
6.388564550222429084e+00,4.243460221952101760e+17,1.773528671115233600e+17,6.649296789989788532e+08,1.333621228778055757e+08,8.635337439395995312e+13
6.395906578441075574e+00,4.342271339194035200e+17,1.725119114602451520e+17,6.713670769385727644e+08,1.284780840363052040e+08,8.328651474462506250e+13
6.403248606659722064e+00,4.422744680079242240e+17,1.680231685312804480e+17,6.765316674169454575e+08,1.241798252939192951e+08,8.059255677301954688e+13
6.410590634878368554e+00,4.522074997859168000e+17,1.638644783265799360e+17,6.830772233213139772e+08,1.199457929001238197e+08,7.793393233302062500e+13
6.417932663097015045e+00,4.605532641466188800e+17,1.600172891318546240e+17,6.885177393276554346e+08,1.162041876278403997e+08,7.558932388124654688e+13
6.425274691315661535e+00,4.705073800027662720e+17,1.564332076515766400e+17,6.951037850211852789e+08,1.125250725305782855e+08,7.327984236411076562e+13
6.432616719534308025e+00,4.790920567149361920e+17,1.531404513212416000e+17,7.007369044152938128e+08,1.092710048210065961e+08,7.124200566658637500e+13
6.439958747752954515e+00,4.890451360981724800e+17,1.500439922327112640e+17,7.073154149730060101e+08,1.060658293714958131e+08,6.923123888352789062e+13
6.447300775971601006e+00,4.978314472144730880e+17,1.471521339977883200e+17,7.130762981059849262e+08,1.031811984135792106e+08,6.742516603220979688e+13
6.454642804190247496e+00,5.078428727175697280e+17,1.444472798943968640e+17,7.196627845094656944e+08,1.003576140128286630e+08,6.565473712948330469e+13
6.461984832408893986e+00,5.168591564810498560e+17,1.419166244494300000e+17,7.255507209496893883e+08,9.779924432000583410e+07,6.405380879321725000e+13
6.469326860627540476e+00,5.269735926587712000e+17,1.395494412367327040e+17,7.321582431979131699e+08,9.530005468982371688e+07,6.248787698132981250e+13
6.476668888846186967e+00,5.362560643691646080e+17,1.373412028025362720e+17,7.381802381582955122e+08,9.302687589225660264e+07,6.106658824705043750e+13
6.484010917064833457e+00,5.465266213264080640e+17,1.352912105550528320e+17,7.448321167396932840e+08,9.081993614027722180e+07,5.968544761702848438e+13
6.491352945283479947e+00,5.561227166042028800e+17,1.334005993327736640e+17,7.510064847324110270e+08,8.881454557633100450e+07,5.843362737546010938e+13
6.498694973502126437e+00,5.666047952243748480e+17,1.316660984767323200e+17,7.577290315760664940e+08,8.688204687292288244e+07,5.722683439764518750e+13
6.506037001720772928e+00,5.765632403031380480e+17,1.301738839705862400e+17,7.640807805974079370e+08,8.518332568763725460e+07,5.617132212766757031e+13
6.513379029939419418e+00,5.872320733773088000e+17,1.288028407595312320e+17,7.708514630100072622e+08,8.354582363804830611e+07,5.515369614331402344e+13
6.520721058158065908e+00,5.975616156068743680e+17,1.276179035150346080e+17,7.773669063824974298e+08,8.208344249494023621e+07,5.424937138195432031e+13
6.528063086376712398e+00,6.084884826688802560e+17,1.266379041886380160e+17,7.842241851872069836e+08,8.074088161308600008e+07,5.342214915730283594e+13
6.535405114595358889e+00,6.192543163364693760e+17,1.258488651522786240e+17,7.909384181185805798e+08,7.955667740330396593e+07,5.269782322824054688e+13
6.542747142814005379e+00,6.304460842550406400e+17,1.253298179551390720e+17,7.978812450447205305e+08,7.853914271923676133e+07,5.208225968330585938e+13
6.550089171032651869e+00,6.416619458134169600e+17,1.250573263266489120e+17,8.047971477008785009e+08,7.769493634756860137e+07,5.158025125013837500e+13
6.557431199251298359e+00,6.530722710060775680e+17,1.250482030163706400e+17,8.117908265690635443e+08,7.701996556481888890e+07,5.118946474464742969e+13
6.564773227469944850e+00,6.647306847382137600e+17,1.253199057979481280e+17,8.188929543680102825e+08,7.651788010233007371e+07,5.091270639798954688e+13
6.572115255688591340e+00,6.763343159435688960e+17,1.258908815139001600e+17,8.259192899077423811e+08,7.621258097020737827e+07,5.076628296959142969e+13
6.579457283907237830e+00,6.884202722003000320e+17,1.267721187854545440e+17,8.331913736474522352e+08,7.607623098069651425e+07,5.073207031291671094e+13
6.586799312125884320e+00,7.001925759433260800e+17,1.279508008088491360e+17,8.402320509682883024e+08,7.614015715146671236e+07,5.083135959313622656e+13
6.594141340344530811e+00,7.127190861824893440e+17,1.295278042184657920e+17,8.476769991146051884e+08,7.640162724348826706e+07,5.106277183301603125e+13
6.601483368563177301e+00,7.245765666859287040e+17,1.314649808760606560e+17,8.546879164547060728e+08,7.690817802911312878e+07,5.145855445565696094e+13
6.608825396781823791e+00,7.374575289720318720e+17,1.338166637336771680e+17,8.622521963168123960e+08,7.759717186299283803e+07,5.197729770628875781e+13
6.616167425000470281e+00,7.493002415874380800e+17,1.365258467195399360e+17,8.691768353070594072e+08,7.853743977847079933e+07,5.266556553129860938e+13
6.623509453219116772e+00,7.624767665144089600e+17,1.396493530094252480e+17,8.768228430002973080e+08,7.963373338425791264e+07,5.345997642706839062e+13
6.630851481437763262e+00,7.742399870050277120e+17,1.431917294736623200e+17,8.836316911196538210e+08,8.102455520366373658e+07,5.445396174245388281e+13
6.638193509656409752e+00,7.876471688511601920e+17,1.471504723106343680e+17,8.913254121526516676e+08,8.254587511156535149e+07,5.553781763394054688e+13
6.645535537875056242e+00,7.992358873974787840e+17,1.515625182591311360e+17,8.979742685845721960e+08,8.439134814966946840e+07,5.684227288696696875e+13
6.652877566093702733e+00,8.127869661312805120e+17,1.564235949336313280e+17,9.056735624026596546e+08,8.635760246697245538e+07,5.823091754902471094e+13
6.660219594312349223e+00,8.240742810718312960e+17,1.617364255391916160e+17,9.121047484812954664e+08,8.866110269050346315e+07,5.985014440295763281e+13
6.667561622530995713e+00,8.376546465002426880e+17,1.675046108789687360e+17,9.197534895433477163e+08,9.105951365410627425e+07,6.153693910130911719e+13
6.674903650749642203e+00,8.485231431495997440e+17,1.737304223727266560e+17,9.259181592964934111e+08,9.381521499952331185e+07,6.346902182583406250e+13
6.682245678968288694e+00,8.620108012981351680e+17,1.804094884649752640e+17,9.334608051189028025e+08,9.663474217430862784e+07,6.544843358218046875e+13
6.689587707186935184e+00,8.723476124039232000e+17,1.875264522085043200e+17,9.393145505981580019e+08,9.982090242777940631e+07,6.768062640557671094e+13
6.696929735405581674e+00,8.856193206861652480e+17,1.951513757870332800e+17,9.467008911367086172e+08,1.030691835267601162e+08,6.995972662031607031e+13
6.704271763624227276e+00,8.952364622348404480e+17,2.031819428844247040e+17,9.521660562990946770e+08,1.066945946771920770e+08,7.249992446029881250e+13
6.711613791842873766e+00,9.080908597122154240e+17,2.116154077209790400e+17,9.592998714152132273e+08,1.102967977097672224e+08,7.502973059593650000e+13
6.718955820061520257e+00,9.168927433212724480e+17,2.204476115719983360e+17,9.643428310910464525e+08,1.142993987535464168e+08,7.783756779409234375e+13
6.726297848280166747e+00,9.291915801626064640e+17,2.296446851089382080e+17,9.711694757165319920e+08,1.182310043978191018e+08,8.060296155318100000e+13
6.733639876498813237e+00,9.370502154424615680e+17,2.391789624291400320e+17,9.757416756221911907e+08,1.225626456288368404e+08,8.364722518534793750e+13
6.740981904717459727e+00,9.486260406747156480e+17,2.490128488602230720e+17,9.821889884482063055e+08,1.267642234788475335e+08,8.660907243105439062e+13
6.748323932936106218e+00,9.554388209434952960e+17,2.591065691390886080e+17,9.862525259062261581e+08,1.313591409568286091e+08,8.984620686017818750e+13
6.755665961154752708e+00,9.661314675321827840e+17,2.694110559799197120e+17,9.922507639827131033e+08,1.357575452492235303e+08,9.295562379126390625e+13
6.763007989373399198e+00,9.718267756980314880e+17,2.798731123654461120e+17,9.957787855893366337e+08,1.405297624410662949e+08,9.632782141639500000e+13
6.770350017592045688e+00,9.814974604741724160e+17,2.904326458024210560e+17,1.001265190588374257e+09,1.450328287312943637e+08,9.952242849593514062e+13
6.777692045810692179e+00,9.860526331999797760e+17,3.010311233537674880e+17,1.004249103249701977e+09,1.498787115565476716e+08,1.029592354184020938e+14
6.785034074029338669e+00,9.946001358275820800e+17,3.115926890637468800e+17,1.009174569837902188e+09,1.543799746726655662e+08,1.061662613703922031e+14
6.792376102247985159e+00,9.980546491151330560e+17,3.220589822488134400e+17,1.011628604618216038e+09,1.591784676602520943e+08,1.095846110728292500e+14
6.799718130466631649e+00,1.005431263916977408e+18,3.323561705086559360e+17,1.015965221553923965e+09,1.635667065454837084e+08,1.127273622827160938e+14
6.807060158685278140e+00,1.007881269922319872e+18,3.424046232260956160e+17,1.017923573318009257e+09,1.681877855082961619e+08,1.160372871411398125e+14
6.814402186903924630e+00,1.014099639142314496e+18,3.521303145072792960e+17,1.021664260022103190e+09,1.723317181026090682e+08,1.190245383269389688e+14
6.821744215122571120e+00,1.015732413838261248e+18,3.614650791833212160e+17,1.023197134634756684e+09,1.766351111373815536e+08,1.221282102956805469e+14
6.829086243341217610e+00,1.020892556754334720e+18,3.703528079171962240e+17,1.026373832038994551e+09,1.804180876189396679e+08,1.248780757801610781e+14
6.836428271559864100e+00,1.021947175282561152e+18,3.787112275123283200e+17,1.027572074512107253e+09,1.842747759042308331e+08,1.276846466273026094e+14
6.843770299778510591e+00,1.026212825430051968e+18,3.864980022347104640e+17,1.030241587549276233e+09,1.875763932002134621e+08,1.301119336566875938e+14
6.851112327997157081e+00,1.027004882142514688e+18,3.936325091839587840e+17,1.031227897891670227e+09,1.908562161616915762e+08,1.325290006645708750e+14
6.858454356215803571e+00,1.030640470932232832e+18,4.000888077818489600e+17,1.033492404017319322e+09,1.935615618589221537e+08,1.345516091971478125e+14
6.865796384434450061e+00,1.031561062975892736e+18,4.058312836049325440e+17,1.034427707437211275e+09,1.961622260729931295e+08,1.365053983216002500e+14
6.873138412653096552e+00,1.034920865088381952e+18,4.108417974793472640e+17,1.036437977482338428e+09,1.981989305705214143e+08,1.380701899674227969e+14
6.880480440871743042e+00,1.036420567763231104e+18,4.150948056037740800e+17,1.037515145562294602e+09,2.000427691967851818e+08,1.395035142620564219e+14
6.887822469090389532e+00,1.039941295150356864e+18,4.188418495403063040e+17,1.039485368321698189e+09,2.014659668642318845e+08,1.406459279866110781e+14
6.895164497309036022e+00,1.042188464777871488e+18,4.218465570976847360e+17,1.040796693429160357e+09,2.026556001575137973e+08,1.416272318149942812e+14
6.902506525527682513e+00,1.046066349479718528e+18,4.240622867222224000e+17,1.042789403567998767e+09,2.033307421763467491e+08,1.422503676188395000e+14
6.909848553746329003e+00,1.049603672718687232e+18,4.256390018406513280e+17,1.044563872053402305e+09,2.037400551695947349e+08,1.426883361960498438e+14
6.917190581964975493e+00,1.054427498826716800e+18,4.266465828172172800e+17,1.046876407370872855e+09,2.037712283003388047e+08,1.428618041848450938e+14
6.924532610183621983e+00,1.059537174415468800e+18,4.271579595552812160e+17,1.049271043239622831e+09,2.035498655506740212e+08,1.428580804699895312e+14
6.931874638402268474e+00,1.065653069914951936e+18,4.271938243302517760e+17,1.052079663282190442e+09,2.030235158227126002e+08,1.426397503187130312e+14
6.939216666620914964e+00,1.072589341014208000e+18,4.268945091578643840e+17,1.055227438850935102e+09,2.022760655384022295e+08,1.422651319992313750e+14
6.946558694839561454e+00,1.080356407300206720e+18,4.263010384742980480e+17,1.058720700775106072e+09,2.013283759173673987e+08,1.417484195874642188e+14
6.953900723058207944e+00,1.089299983071712128e+18,4.255314386905602560e+17,1.062724399028615594e+09,2.002078050901615024e+08,1.411084483420200000e+14
6.961242751276854435e+00,1.099030784166488960e+18,4.246858479915114240e+17,1.067066334427764058e+09,1.989969293798672557e+08,1.404030943762842188e+14
6.968584779495500925e+00,1.110084486606172544e+18,4.238692957275640960e+17,1.071993625388257980e+09,1.977014068409434855e+08,1.396361523633542344e+14
6.975926807714147415e+00,1.122018629390669952e+18,4.231898735407461120e+17,1.077309486260105848e+09,1.964105389110864997e+08,1.388705732341077344e+14
6.983268835932793905e+00,1.135213104027287680e+18,4.227578155037517440e+17,1.083187328715022326e+09,1.951452921837936044e+08,1.381212072519529844e+14
6.990610864151440396e+00,1.149538199967453184e+18,4.226925127452010240e+17,1.089570274656298876e+09,1.939721202831722498e+08,1.374351960455336250e+14
6.997952892370086886e+00,1.164844623808295424e+18,4.231008464480097280e+17,1.096391764305106878e+09,1.929514887938668728e+08,1.368556318833422656e+14
7.005294920588733376e+00,1.181689889347561728e+18,4.241808262035776640e+17,1.103903498071662664e+09,1.921276755371060967e+08,1.364142933963215781e+14
7.012636948807379866e+00,1.198946717247870976e+18,4.259342293966064000e+17,1.111598861197283983e+09,1.915863016168621182e+08,1.361724762928767500e+14
7.019978977026026357e+00,1.218345890093316352e+18,4.285490219791637760e+17,1.120237642773895741e+09,1.912759425393010080e+08,1.360942222025635938e+14
7.027321005244672847e+00,1.237413227301174528e+18,4.321356462582786560e+17,1.128741013028836250e+09,1.914237372746368349e+08,1.363418269053338281e+14
7.034663033463318449e+00,1.259392176631204096e+18,4.368365815227815040e+17,1.138506559543454409e+09,1.918463173800045550e+08,1.367855723190819219e+14
7.042005061681964939e+00,1.280007652554822400e+18,4.427975352758344960e+17,1.147702233985099554e+09,1.929061049826202393e+08,1.376847469502004062e+14
7.049347089900611429e+00,1.304495075837691648e+18,4.501441045799996800e+17,1.158549155675753832e+09,1.942706109510914683e+08,1.388032152129186406e+14
7.056689118119257920e+00,1.326299334598963968e+18,4.590518095628945920e+17,1.168288156265312910e+09,1.964634354551507831e+08,1.405161508788285781e+14
7.064031146337904410e+00,1.353110079277836032e+18,4.696944247687174400e+17,1.180131942468148232e+09,1.990008099375694394e+08,1.424790383083691875e+14
7.071373174556550900e+00,1.375560569632570368e+18,4.821343372168736000e+17,1.190203414495169163e+09,2.025428306393213272e+08,1.451657484268465312e+14
